382,2014-11-24,1,2,1,79.5,2,1,"White board 4, marker, tape, map of PP, Calendar of Cambodia"
383,2014-11-25,1,4,2,4,1,1,lunch
384,2014-11-26,1,8,2,62.5,2,1,bike rental
385,2014-11-26,1,3,2,33.35,1,1,"pillow, milk, ice cube pat"
386,2014-11-27,1,4,2,9.95,1,1,"pork, knife, pack"
387,2014-11-28,1,4,2,4,1,1,lunch
388,2014-11-28,1,2,1,46,1,1,vacume cleaner
389,2014-11-28,1,2,1,89,2,1,vacume cleaner
390,2014-11-29,1,4,2,8.4,1,1,lunch
391,2014-11-29,1,3,2,84.45,1,1,"beer, cup, kitchen goods, laundry"
392,2014-11-29,1,13,1,2,1,1,footsal with suon
393,2014-11-29,1,4,2,1.5,1,1,juice
394,2014-11-29,1,3,2,9.6,1,1,training goods
395,2014-11-29,1,3,2,4.3,1,1,tissue
396,2014-11-30,1,4,2,5.2,1,1,"milk, eggs"
397,2014-11-30,1,2,1,450,2,1,Security cameras
398,2014-11-30,1,2,1,4.5,2,1,cord cover
399,2014-11-30,1,4,2,4,1,1,lunch
400,2014-11-30,1,19,1,2250,2,1,salary
401,2014-12-01,1,2,1,7.5,2,1,Lan Cable
402,2014-12-01,1,4,2,11.11,1,1,"pork, cabbage, carote"
403,2014-12-01,1,2,1,2.5,2,1,repair PC1
404,2014-12-02,1,2,1,15,2,1,window tape
405,2014-12-02,1,2,1,1.5,2,1,cutter knife
406,2014-12-02,1,2,1,4.5,2,1,bulb
407,2014-12-03,1,4,2,1,1,1,lunch
408,2014-12-04,1,8,2,0.375,2,1,parking
409,2014-12-04,1,4,2,14.5,1,1,lunch
410,2014-12-04,1,1,2,20,2,1,security
411,2014-12-04,1,11,2,5,2,1,sim
412,2014-12-04,1,3,2,42.5,1,1,pillow case
413,2014-12-04,1,8,2,0.25,2,1,parking
414,2014-12-04,1,8,2,3.6,2,1,gas
415,2014-12-04,1,8,2,0.25,2,1,air for tire
416,2014-12-04,1,21,1,31.5,1,1,dinner
417,2014-12-04,1,19,1,2500,2,1,Tsubasa salary
418,2014-12-04,1,8,2,0.25,2,1,
419,2014-12-05,1,20,1,19,2,1,lunch with staff
420,2014-12-05,1,4,2,7.45,1,1,"soy milk, milk"
421,2014-12-05,1,20,1,6.4,2,1,coffee
422,2014-12-05,1,20,1,7.5,2,1,party food
423,2014-12-05,1,20,1,13.5,2,1,party food
424,2014-12-06,1,21,1,39.75,2,1,lunch
425,2014-12-06,1,3,2,2,1,1,T shirts
426,2014-12-06,1,20,1,27.5,2,1,pants
427,2014-12-06,1,8,2,0.25,2,1,parking
428,2014-12-06,1,4,2,9.25,1,1,"pork, eggs, raison"
429,2014-12-07,1,3,2,28,1,1,hair cut
430,2014-12-07,1,4,2,4,1,1,"sandwich, tea"
431,2014-12-07,1,8,2,0.25,2,1,parking
432,2014-12-07,1,13,1,0.95,1,1,footsal
433,2014-12-09,1,4,2,1,1,1,lunch
434,2014-12-09,1,4,2,12.17,1,1,"nuts, banana, carrot"
435,2014-12-09,1,3,2,6.5,1,1,body wash sponge
436,2014-12-10,1,4,2,1,1,1,lunch
437,2014-12-11,1,4,2,1,1,1,lunch
438,2014-12-11,1,4,2,6,1,1,food
439,2014-12-12,1,4,2,1,1,1,lunch
440,2014-12-12,1,2,1,165,2,1,desk
441,2014-12-13,1,21,1,11,1,1,breakfast
442,2014-12-13,1,4,2,0.5,1,1,coca
443,2014-12-13,1,7,3,3,1,1,darts
444,2014-12-14,1,16,2,200.625,1,1,6500 bahts
445,2014-12-14,1,12,2,0.5,1,1,to thai
446,2014-12-14,1,21,1,40,1,1,dinner
447,2014-12-14,1,7,3,6,1,1,beer
448,2014-12-15,1,21,1,4.125,1,1,breakfast
449,2014-12-15,1,6,2,10,1,1,hotel
450,2014-12-15,1,7,3,10,1,1,
451,2014-12-15,1,21,1,7.125,1,1,lunch
452,2014-12-15,1,4,2,12,1,1,dinner
453,2014-12-15,1,4,2,2.5,1,1,juice
454,2014-12-17,1,12,2,291,2,1,visa for one year business
455,2014-12-17,1,3,2,5,1,1,Warret
456,2014-12-17,1,8,2,0.25,2,1,parking
457,2014-12-17,1,8,2,3.5,2,1,gas
458,2014-12-18,1,21,1,112,1,1,lunch with staff and Mr.Shimizu
459,2014-12-18,1,4,2,6.25,1,1,caffee
460,2014-12-19,1,4,2,1,1,1,lunch
461,2014-12-19,1,4,2,3.85,1,1,milk
462,2014-12-19,1,8,2,0.375,2,1,parking
463,2014-12-20,1,4,2,17.8,1,1,"pork, carrot, cabbage"
464,2014-12-20,1,3,2,7.7,1,1,toillet wax
465,2014-12-21,1,3,2,245,1,1,shoes
466,2014-12-21,1,8,2,0.25,2,1,parking
467,2014-12-21,1,4,2,3.4,1,1,coffee
468,2014-12-21,1,10,1,11.6,1,1,books
469,2014-12-21,1,21,1,122,1,1,dinner
470,2014-12-21,1,8,2,0.75,2,1,parking
471,2014-12-22,1,4,2,1,1,1,lunch
472,2014-12-22,1,8,2,0.375,2,1,parking
473,2014-12-22,1,21,1,8,1,1,party
474,2014-12-22,1,7,3,12,1,1,present
475,2014-12-22,1,21,1,31,1,1,present
476,2014-12-22,1,8,2,5,2,1,parking
477,2014-12-22,1,19,1,250,2,1,Suon
478,2014-12-23,1,4,2,1,1,1,lunch
479,2014-12-24,1,17,2,160,2,1,electricity
480,2014-12-24,1,1,2,700,2,1,owner
481,2014-12-24,1,1,2,15,2,1,collect gabbage
482,2014-12-24,1,11,2,30,2,1,smart top up card
483,2014-12-24,1,4,2,30.2,1,1,"egg, pork, vegetables, honey"
484,2014-12-25,1,4,2,1,1,1,lunch
485,2014-12-26,1,4,2,1,1,1,lunch
486,2014-12-26,1,21,1,100,1,1,dinner
487,2014-12-26,1,8,2,5.1,2,1,taxi
488,2014-12-27,1,8,2,60,2,1,rental bike
489,2014-12-27,1,4,2,3.7,1,1,tea
490,2014-12-27,1,21,1,15,1,1,party
491,2014-12-28,1,8,2,0.25,2,1,parking
492,2014-12-28,1,8,2,9,2,1,
493,2014-12-28,1,7,3,30,1,1,
494,2014-12-28,1,21,1,102,1,1,
495,2014-12-28,1,9,3,20,1,1,
496,2014-12-28,1,7,3,200,1,1,
497,2014-12-28,1,4,2,10.61,1,1,
498,2014-12-30,1,15,2,249,2,1,Internet
499,2014-12-31,1,21,1,34.65,1,1,lunch
500,2014-12-31,1,8,2,3.36,1,1,gas
501,2014-12-31,1,21,1,50,1,1,dinner
