id,date,project id,expense_item_id,expense_type_id,price,budget_type_id,currency_id,note
1558,2015-12-03,2,4,2,1,1,1,0
1559,2015-12-03,1,8,2,2.5,2,1,0
1560,2015-12-04,2,4,2,28.7,1,1,0
1561,2015-12-04,2,2,1,30,1,1,name card
1562,2015-12-05,2,4,2,1,1,1,0
1563,2015-12-05,1,19,1,4988,2,1,0
1564,2015-12-05,2,13,1,20.29,1,1,0
1565,2015-12-06,2,3,2,10,1,1,hair cut
1566,2015-12-06,2,4,2,3.75,1,1,0
1567,2015-12-06,1,21,1,88.5,2,1,survenir
1568,2015-12-06,2,4,2,3.99,1,1,0
1569,2015-12-06,2,4,2,13,1,1,0
1570,2015-12-06,2,21,1,15.95,1,1,0
1571,2015-12-07,1,8,2,8,2,1,0
1572,2015-12-07,1,8,2,3,2,1,tuk to airport
1573,2015-12-07,2,21,1,180,1,1,souvenir
1574,2015-12-07,2,21,1,45,1,1,whisky
1575,2015-12-07,2,4,2,2.5,1,1,coca
1576,2015-12-14,1,8,2,5,2,1,tuku to hous
1577,2015-12-15,2,4,2,1,1,1,0
1578,2015-12-15,1,2,1,14,2,1,water server
1579,2015-12-15,1,12,2,50,2,1,0
1580,2015-12-15,1,17,2,346.52,2,1,0
1581,2015-12-15,1,1,2,710,2,1,0
1582,2015-12-15,1,15,2,249,2,1,0
1583,2015-12-16,1,12,2,298,2,1,visa extension
1584,2015-12-16,1,8,2,3,2,1,0
1585,2015-12-16,2,4,2,8.5,1,1,0
1586,2015-12-17,2,4,2,3,1,1,0
1587,2015-12-17,2,4,2,0.6,1,1,0
1588,2015-12-17,2,3,2,6.5,1,1,0
1589,2015-12-18,2,4,2,1,1,1,0
1590,2015-12-19,2,20,1,95,1,1,0
1591,2015-12-19,1,20,1,225,2,1,15*15=225
1592,2015-12-20,2,2,1,59,1,1,Geocode cambodia
1593,2015-12-20,2,8,2,7,1,1,tuk
1594,2015-12-20,2,3,2,31.5,1,1,pp case
1595,2015-12-20,2,8,2,2,1,1,0
1596,2015-12-20,2,21,1,7,1,1,0
1597,2015-12-20,2,8,2,3,1,1,0
1598,2015-12-20,2,21,1,10,1,1,0
1599,2015-12-20,2,8,2,7,1,1,0
1600,2015-12-21,2,4,2,1,1,1,0
1601,2015-12-21,2,2,1,44,1,1,HDD
1602,2015-12-21,2,4,2,10,1,1,0
1603,2015-12-22,2,4,2,1,1,1,0
1604,2015-12-23,2,4,2,1,1,1,0
1605,2015-12-23,1,2,1,9,2,1,mouse
1606,2015-12-23,1,2,1,20,2,1,air conditioner clean
1607,2015-12-24,2,13,1,5.75,1,1,0
1608,2015-12-24,2,21,1,16.5,1,1,0
1609,2015-12-24,2,21,1,32.25,1,1,0
1610,2015-12-24,2,3,2,13.15,1,1,"tissue, "
1611,2015-12-25,1,2,1,14,2,1,water server
1612,2015-12-25,2,8,2,6.5,1,1,0
1613,2015-12-25,2,21,1,50,1,1,0
1614,2015-12-25,2,8,2,8.4,1,1,0
1615,2015-12-26,2,4,2,2.5,1,1,0
1616,2015-12-26,2,4,2,1.7,1,1,0
1617,2015-12-26,2,8,2,5,1,1,0
1618,2015-12-26,2,4,2,8.45,1,1,0
1619,2015-12-26,2,21,1,61,1,1,0
1620,2015-12-26,2,10,1,86.42,1,1,0
1621,2015-12-29,2,3,2,56.62,1,1,0
1622,2015-12-29,2,21,1,24.87,1,1,0
1623,2015-12-30,2,3,2,4.23,1,1,0
1624,2015-12-30,1,11,2,35,2,1,0
1625,2015-12-30,1,8,2,60,2,1,rental moto
